plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,judgment_entry_date,violation_status
FHE2374,NY,PAS,8074048007,09/29/2016,03:22P,EXPIRED MUNI METER,35.0,0.0,0.0,35.0,0.0,0.0,23.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQUkVGM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
HDF6839,NY,PAS,8754837017,09/07/2019,03:41P,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,9.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVaM3BPZWtGNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GFS6815,NY,PAS,7005795714,09/14/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmQwNVVZelZPVkdONFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
2AGENO,CT,PAS,7005795740,09/14/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmQwNVVZelZPVkdNd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HSZ2717,NY,PAS,8495923336,08/25/2017,01:33P,REG. STICKER-EXPIRED/MISSING,65.0,60.0,3.84,0.12,128.72,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNVVhM2xOZWsxNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12/14/2017,
DPU9784,NY,PAS,8513914939,06/13/2017,08:44A,NO STANDING-EXC. TRUCK LOADING,95.0,0.0,0.0,0.0,95.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hPUkd0NlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
527LEG,FL,PAS,8513914915,06/13/2017,08:35A,NO STANDING-EXC. TRUCK LOADING,95.0,0.0,0.0,0.0,95.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hPUkd0NFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HPK2411,NY,PAS,8523520818,05/09/2017,01:09P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,52.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOUkdkNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EGM8504,NY,PAS,8523520910,05/10/2017,10:01A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,52.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOUkd0NFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HHM1233,NY,PAS,8529704472,03/29/2017,01:24P,IMPROPER REGISTRATION,65.0,10.0,0.0,0.0,75.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPUkZFelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GWT4361,NY,PAS,8529704538,03/29/2017,02:47P,FAIL TO DSPLY MUNI METER RECPT,35.0,10.0,0.0,45.0,0.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPUkZWNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
68086MD,NY,COM,8485819524,06/14/2017,08:50A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQVkZWNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
56261ME,NY,COM,8511812477,04/07/2017,10:50A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOYWxFelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
59268JT,NY,COM,8485819512,06/14/2017,08:35A,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQVkZWNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
19RU51,NS,PAS,8038509626,07/21/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVrOUVWWGRQVkZsNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GJZ3825,NY,PAS,8010161380,10/30/2016,03:29P,DOUBLE PARKING,115.0,0.0,0.0,0.0,115.0,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOVkUwMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
624ZNB,CT,PAS,8010161329,10/30/2016,02:27P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOVkUxNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GCW4315,NY,PAS,8074048251,09/30/2016,04:44P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQUkVreFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
FXS9703,NY,PAS,1424448979,09/06/2017,10:47P,FRONT OR BACK PLATE MISSING,65.0,10.0,0.0,10.0,65.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEJQUkdzelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HSU8696,NY,PAS,1424448992,09/10/2017,10:30P,OBSTRUCTING DRIVEWAY,95.0,0.0,0.0,0.0,95.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEJQUkdzMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
DSX7186,NY,PAS,8255567914,03/31/2017,08:07A,NO PARKING-STREET CLEANING,45.0,60.0,6.61,0.08,111.53,0.0,112.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk1VNVVWVEpPZW10NFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07/20/2017,
JAJ3746,NY,PAS,8754837078,09/07/2019,05:01P,SAFETY ZONE,115.0,0.0,0.0,0.0,115.0,0.0,5.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVaM3BPZWtFelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HRV3529,PA,PAS,4645834034,05/17/2018,03:04P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVGNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HSZ2717,NY,PAS,8495923348,08/25/2017,01:34P,DOUBLE PARKING,115.0,60.0,5.29,0.18,180.11,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNVVhM2xOZWswd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12/14/2017,
XY993T,NJ,PAS,8477138564,09/11/2017,10:49A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,25.0,40.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wNTZSWHBQUkZVeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
X90DCA,NJ,PAS,5103517334,09/16/2018,04:27P,FAILURE TO STOP AT RED LIGHT,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZWWGhPZWsxNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GXR2269,NY,PAS,8038181098,10/14/2016,07:23P,NO STANDING-BUS STOP,115.0,60.0,5.62,0.13,180.49,0.0,7.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVrOUVSVFJOVkVFMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04/06/2017,HEARING HELD-GUILTY
HAV6223,NY,PAS,8513915038,06/13/2017,09:31A,NO STANDING-EXC. TRUCK LOADING,95.0,0.0,0.0,0.0,95.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hPVkVGNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
42803JZ,NY,COM,8485819627,06/14/2017,11:35A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQVkZsNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HFJ1139,NY,PAS,8523520922,05/10/2017,10:11A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,52.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOUkd0NVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T699125C,NY,OMT,8523521033,05/10/2017,12:02P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,52.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOVkVGNlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
AJ419C,NJ,PAS,8529704654,03/30/2017,12:43P,DOUBLE PARKING,115.0,0.0,0.0,115.0,0.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPUkZreFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GEA6368,NY,PAS,8511812600,04/07/2017,11:26A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOYWxsM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
12149MJ,NY,COM,8485819676,06/14/2017,11:55A,EXPIRED MUNI MTR-COMM MTR ZN,65.0,0.0,0.0,65.0,0.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2hQVkZrelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
44303MD,NY,COM,8010161743,11/03/2016,01:49P,NO STANDING-BUS STOP,115.0,0.0,0.0,10.0,105.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOVkdNd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
63459JM,NY,COM,8010161731,11/02/2016,05:37P,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,33.0,82.0,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOVkdONlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
GRN3960,NY,PAS,8010162449,11/16/2016,05:37P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOYWxFd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
FMB6920,NY,PAS,8308018476,06/07/2016,07:36A,NO PARKING-STREET CLEANING,45.0,60.0,0.67,0.0,105.67,0.0,44.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwOUVRWGhQUkZFelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09/22/2016,
69671MB,NY,COM,8511812672,04/07/2017,12:35P,FIRE HYDRANT,115.0,0.0,0.0,10.0,105.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOYWxrelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
DFZ8254,NY,PAS,7025834804,08/05/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmVVNVVaM3BPUkdkM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
2DF3736,MD,PAS,4645834058,05/17/2018,03:16P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVFeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EWD5872,NY,PAS,4009472674,09/25/2018,05:55P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWxrelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
JEH6820,NY,PAS,8488360587,03/13/2019,12:16P,NO PARKING-STREET CLEANING,45.0,10.0,0.0,0.0,55.0,0.0,84.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FOUVUVEpOUkZVMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
BTN2446,NY,PAS,8754866133,09/04/2019,04:42P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,23.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVaekpPYWtWNlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
4R28848J,NY,COM,7005795933,09/16/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmQwNVVZelZPVkd0NlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
30956JX,NY,COM,8477138590,09/11/2017,11:19A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wNTZSWHBQUkZVMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
XDAA17,NJ,PAS,8497308645,04/27/2017,01:54P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZUWGRQUkZrd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
ETT7870,NY,PAS,8754867370,09/10/2019,02:54P,REG. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,33.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVaekpPZWswelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
93126MG,NY,COM,8513915099,06/13/2017,10:22A,NO PARKING-DAY/TIME LIMITS,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhM2hPVkVFMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T603194C,NY,OMT,8497066546,06/20/2017,03:47P,NO STANDING-COMM METER ZONE,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPYWxVd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HMF2267,NY,PAS,8523521355,05/11/2017,10:08A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,52.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOVkUweFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FXP7477,NY,PAS,8523521331,05/11/2017,09:47A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,52.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOVkUxNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
49285KA,NY,COM,8529704988,03/31/2017,05:12P,NO STANDING-BUS STOP,115.0,0.0,0.0,10.0,105.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPUkdzMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HMT6639,NY,PAS,8529705117,04/03/2017,01:47P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,43.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPVkVWNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GZN1054,NY,PAS,8497066560,06/20/2017,04:34P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPYWxVeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
A56CRV,NJ,PAS,8074049036,10/06/2016,01:21P,NO STANDING-COMM METER ZONE,115.0,0.0,0.0,0.0,115.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQVkVGNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
T638953C,NY,OMT,8010162462,11/17/2016,01:20P,NO STANDING-BUS STOP,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOYWxFeVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
59015A,CT,APP,8511812787,04/10/2017,10:14A,NO STANDING-BUS STOP,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOYW1NMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
AGG9126,NY,PAS,7922933344,10/15/2008,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFhM3BOZWswd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
78614JW,NY,COM,7922933526,10/15/2008,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFhM3BOZWxWNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
SCR63V,NJ,PAS,8010162620,11/20/2016,10:42A,NO STANDING-TAXI STAND,115.0,0.0,0.0,115.0,0.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOYWxsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
DVH1437,NY,PAS,7462516330,01/05/2009,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk1rMXFWWGhPYWsxNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EEM5555,NY,PAS,7462516640,01/07/2009,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk1rMXFWWGhPYWxrd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GME3834,NY,PAS,1424450846,08/07/2017,03:39A,FIRE HYDRANT,115.0,10.0,0.0,0.0,125.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEZOUkdjd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FHR4691,NY,PAS,4646074370,05/25/2018,01:54P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkUwelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GVM8525,NY,PAS,4009472686,09/25/2018,05:55P,BUS LANE VIOLATION,115.0,25.0,0.0,0.0,140.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWxrMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
AE83765,CT,PAS,1424450755,09/05/2017,06:55A,OBSTRUCTING DRIVEWAY,95.0,0.0,0.0,0.0,95.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEZOUkdNeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
3G48B,NY,OMT,8477138620,09/12/2017,07:33A,OBSTRUCTING TRAFFIC/INTERSECT,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wNTZSWHBQUkZsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
GAH7679,NY,PAS,8228543050,02/22/2017,11:36A,NO PARKING-STREET CLEANING,45.0,60.0,2.13,0.1,107.03,0.0,104.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVVOUVWVEJOZWtFeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06/08/2017,
11435JY,NY,COM,8523521367,05/11/2017,10:27A,FAIL TO DISP. MUNI METER RECPT,35.0,0.0,0.0,15.0,20.0,0.0,52.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOVkUweVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HDL1143,NY,PAS,8754924900,09/06/2019,01:43P,FRONT OR BACK PLATE MISSING,65.0,0.0,0.0,0.0,65.0,0.0,104.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVhM2xPUkd0M1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HMM7942,NY,PAS,1424450925,09/06/2017,04:48A,FIRE HYDRANT,115.0,0.0,0.0,115.0,0.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEZOUkd0NVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
59872MD,NY,COM,8074049310,10/07/2016,01:34P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQVkUxNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
26670MH,NY,COM,8074049188,10/06/2016,04:46P,EXPIRED MUNI METER,65.0,0.0,0.0,0.0,65.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQVkVVMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
69535MG,NY,COM,8308019160,06/09/2016,08:24A,NO PARKING-STREET CLEANING,45.0,30.0,0.0,75.0,0.0,0.0,40.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwOUVRWGhQVkVVeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GHV4722,NY,PAS,8308019481,06/10/2016,08:52A,REG. STICKER-EXPIRED/MISSING,65.0,60.0,0.65,0.0,125.65,0.0,45.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwOUVRWGhQVkZFMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09/29/2016,
